Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
Infrastructure Credit Guarantee Company Limited,infracredit,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
inHive,inhive,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Iniciativa Climatica de Mexico,icm_mx,-,-,-,-,0.0,-,-,-,-,0.0
Initiative Sankofa d'Afrique de l'Ouest,isdao,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Innovate UK KTN,ktn,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Innovations for Poverty Action,ipa_,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Innovex Uganda limited,in,0.0,0.0,100.0,200.0,75.0,0.0,0.0,100.0,200.0,75.0
Instiglio,instiglio,-,-,-,-,0.0,-,-,-,-,0.0
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Institut National de l'Eau, Benin",ine_benin,-,-,-,-,0.0,-,-,-,-,0.0
Institute for Clinical Effectiveness and Health Policy,iecs-2024,-,-,-,-,0.0,-,-,-,-,0.0
Institute for Community Based Sociotherapy,ic-bs_24,0.0,100.0,-,200.0,75.0,0.0,100.0,-,200.0,75.0
Institute for Family Health,khf_ifh,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Institute for Policy Research and Advocacy (ELSAM),elsam,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Institute for Security Studies,issafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Institute for War & Peace Reporting,iwpr,0.0,0.0,-,22.22222222222222,5.555555555555555,0.0,0.0,-,22.22222222222222,5.555555555555555
Institute of Development Studies,ids,0.0,75.0,0.0,75.0,37.5,0.0,75.0,0.0,75.0,37.5
"Institute of Psychiatry, Rawalpindi Medical University",iop-rmu,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Institute of Tropical Medicine,itm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Instituto BVRio,bvrio,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Integrated Water Resources Management Programme,iwrm,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Integrity Action,integrity_action,0.0,10.526315789473683,-,5.263157894736842,3.947368421052631,0.0,31.57894736842105,-,100.0,32.89473684210526
Integrity Research and Consultancy Ltd,integrity,0.0,0.0,100.0,50.0,37.5,0.0,0.0,100.0,50.0,37.5
Inter Islamic Network for Water Resources Development and Management,inwrdam,-,-,-,-,0.0,-,-,-,-,0.0
Inter-American Development Bank,iadb,79.11318553092183,97.2972972972973,100.0,47.49124854142357,80.97543284241067,79.11318553092183,97.2972972972973,100.0,47.49124854142357,80.97543284241067
Inter-American Foundation,iaf,40.84084084084084,82.13213213213213,100.0,0.0,55.74324324324324,40.84084084084084,82.13213213213213,100.0,0.0,55.74324324324324
Interact Worldwide,iww_publish,-,-,-,-,0.0,-,-,-,-,0.0
InterAction,interaction,-,-,-,-,0.0,-,-,-,-,0.0
interburns,interburns,-,-,-,-,0.0,-,-,-,-,0.0
InterClimate Network,icn,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
International Aids Vaccine Initiative (IAVI),iavi,-,-,-,-,0.0,-,-,-,-,0.0
International Alert,international-alert,18.181818181818183,31.818181818181817,0.0,22.727272727272727,18.18181818181818,18.181818181818183,31.818181818181817,0.0,22.727272727272727,18.18181818181818
International Budget Partnership,ibp,-,-,-,-,0.0,-,-,-,-,0.0
International Bureau of Fiscal Documentation (IBFD),ibfd,88.0,86.66666666666667,100.0,100.0,93.66666666666667,88.0,86.66666666666667,100.0,100.0,93.66666666666667
International Campaign Women´s Right to Safe Abortion,icwrsa,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
International Center for Not-for-Profit Law,icnl_org,33.33333333333333,80.0,100.0,100.0,78.33333333333333,33.33333333333333,80.0,100.0,100.0,78.33333333333333
International Center for Transitional Justice,ictj,0.0,90.47619047619048,94.44444444444444,100.0,71.23015873015873,0.0,90.47619047619048,94.44444444444444,100.0,71.23015873015873
International Centre for Antimicrobial Resistance Solutions,icars,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
International Centre for Migration Policy Development,icmpd,0.0,12.5,-,25.0,9.375,0.0,12.5,-,25.0,9.375
International Centre of Insect Physiology and Ecology (icipe),icipe,-,-,-,-,0.0,-,-,-,-,0.0
International Climate Initiative / BMU - IKI Secretariat,bmu_iki,98.6159169550173,86.61087866108787,100.0,0.0,71.30669890402629,98.6159169550173,86.61087866108787,100.0,0.0,71.30669890402629
International Commission on Missing Persons,icmp,75.0,0.0,0.0,75.0,37.5,75.0,0.0,0.0,75.0,37.5
International Committee of the Red Cross (ICRC),icrc,86.76470588235294,98.52941176470588,0.0,98.52941176470588,70.95588235294119,86.76470588235294,98.52941176470588,0.0,98.52941176470588,70.95588235294119
International Council of Voluntary Agencies,icva,-,-,-,-,0.0,-,-,-,-,0.0
International Crisis Group,crisisgroup,50.0,0.0,0.0,100.0,37.5,50.0,0.0,0.0,100.0,37.5
International Development Law Organization (IDLO),idlo,100.0,99.1701244813278,19.10569105691057,1.2195121951219512,54.87383193334008,100.0,99.1701244813278,19.10569105691057,1.2195121951219512,54.87383193334008
INTERNATIONAL DISABILITY ALLIANCE,ida,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Federation of Accountants,ifac,0.0,0.0,-,80.0,20.0,0.0,0.0,-,80.0,20.0
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,-,-,-,-,0.0,-,-,-,-,0.0
International Fertilizer Development Center,ifdc-us,37.5,87.5,71.42857142857143,100.0,74.10714285714286,37.5,87.5,71.42857142857143,100.0,74.10714285714286
International Finance Corporation,ifcwbg,98.49321948769463,0.0,100.0,98.49321948769463,74.24660974384732,98.49321948769463,0.0,100.0,98.49321948769463,74.24660974384732
International Food Policy Research Institute,ifpri,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Foundation for Electoral Systems,ifes,50.0,0.0,66.66666666666666,100.0,54.166666666666664,50.0,0.0,66.66666666666666,100.0,54.166666666666664
International Fund for Agricultural Development (IFAD),ifad,99.32432432432432,99.29762949956101,100.0,0.0,74.65548845597134,99.32432432432432,99.29762949956101,100.0,0.0,74.65548845597134
International IDEA,idea,0.0,100.0,0.0,0.07564296520423601,25.01891074130106,0.0,100.0,0.0,0.07564296520423601,25.01891074130106
International Indigenous Women Forum,fimi_iiwf_2019,20.0,60.0,100.0,100.0,70.0,20.0,60.0,100.0,100.0,70.0
International Initiative for Impact Evaluation,3ie,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
International Institute for Environment and Development,iied,66.66666666666666,100.0,27.27272727272727,100.0,73.48484848484848,66.66666666666666,100.0,27.27272727272727,100.0,73.48484848484848
International Labour Organization (ILO),ilo,0.0,96.47817460317461,53.13432835820896,99.95039682539682,62.3907249466951,0.0,96.47817460317461,53.13432835820896,99.95039682539682,62.3907249466951
International Media Support,ims,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
International Medical Corps UK,imc_uk,50.0,-,-,83.33333333333334,33.333333333333336,50.0,-,-,83.33333333333334,33.333333333333336
International Monetary Fund,imf,0.0,97.36842105263158,-,100.0,49.34210526315789,0.0,97.36842105263158,-,100.0,49.34210526315789
International Nepal Fellowship Nepal,infnepal,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
International Network for Advancing Science and Policy,inasp,-,-,-,-,0.0,-,-,-,-,0.0
International Network for Bamboo and Rattan (INBAR),inbar,0.0,0.0,-,57.14285714285714,14.285714285714285,0.0,0.0,-,57.14285714285714,14.285714285714285
International Network of People who Use Drugs (INPUD),inpud_admin,100.0,87.5,100.0,100.0,96.875,100.0,87.5,100.0,100.0,96.875
International NGO Safety Orgnisation,inso,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
International Organization for Migration (IOM),iom,100.0,98.00543970988214,100.0,100.0,99.50135992747053,100.0,98.00543970988214,100.0,100.0,99.50135992747053
International Peace Information Service,ipis,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
International Planned Parenthood Federation,ippf,5.263157894736842,73.68421052631578,66.66666666666666,21.052631578947366,41.666666666666664,5.263157894736842,73.68421052631578,66.66666666666666,21.052631578947366,41.666666666666664
International Potato Center,cip,-,-,-,-,0.0,-,-,-,-,0.0
International Primary Care Respiratory Group,ipcrg,-,-,-,-,0.0,-,-,-,-,0.0
International Procurement Agency,ipa,0.0,62.5,-,62.5,31.25,0.0,62.5,-,100.0,40.625
International Rescue Committee UK,irc_uk,52.54237288135594,75.0,28.26086956521739,86.4406779661017,60.56098010316876,52.54237288135594,75.0,28.26086956521739,86.4406779661017,60.56098010316876
International Service,unais,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
International Trade Centre (ITC),itc,100.0,100.0,4.878048780487805,100.0,76.21951219512195,100.0,100.0,4.878048780487805,100.0,76.21951219512195
International Treatment Preparedness Coalition (ITPC),itpc,-,-,-,-,0.0,-,-,-,-,0.0
International Union for Conservation of Nature and Natural Resources,iucn,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
International Women's Development Agency,iwda,-,-,-,-,0.0,-,-,-,-,0.0
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,10.0,80.0,100.0,0.0,47.5,10.0,80.0,100.0,0.0,47.5
International Youth Alliance for Family Planning,iyafp,-,-,-,-,0.0,-,-,-,-,0.0
Internews Europe,ieu,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Interpeace,interpeace,4.166666666666666,90.9090909090909,4.3478260869565215,4.166666666666666,25.89756258234519,4.166666666666666,90.9090909090909,4.3478260869565215,4.166666666666666,25.89756258234519
INTERSOS Onlus,intersos_main,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
INTOSAI Development Initiative,idi,-,-,-,-,0.0,-,-,-,-,0.0
INTRAC,intrac,-,-,-,-,0.0,-,-,-,-,0.0
IntraHealth International,intrahealth,-,-,-,-,0.0,-,-,-,-,0.0
InvestInternational,investinternational,79.72972972972973,73.18840579710145,100.0,93.91891891891892,86.70926361143752,79.72972972972973,73.18840579710145,100.0,93.91891891891892,86.70926361143752
IOD PARC,iodparc,0.0,92.85714285714286,7.142857142857142,100.0,50.0,0.0,92.85714285714286,7.142857142857142,100.0,50.0
iPartner India,ip-india,-,-,-,-,0.0,-,-,-,-,0.0
Ipas,ipas,0.0,75.0,66.66666666666666,100.0,60.416666666666664,0.0,75.0,66.66666666666666,100.0,60.416666666666664
IPE Global Limited,ipeglobal,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Iraq Foundation,iraq_foundation,46.666666666666664,-,28.57142857142857,93.33333333333333,42.14285714285714,46.666666666666664,-,28.57142857142857,93.33333333333333,42.14285714285714
IRC,irc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Ireland - Department of Foreign Affairs,irishaid,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
IREX (International Research and Exchange Board),irex,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Iringa Development of Youth, Disabled and Children Care",idydc,-,-,-,-,0.0,-,-,-,-,0.0
Irise International,irise_int,-,-,-,-,0.0,-,-,-,-,0.0
Irrawaddy Policy Exchange,ipe,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
ISEAL,iseal,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Islamic Development Bank,isdb,100.0,96.76511954992968,100.0,0.0,74.19127988748242,100.0,96.76511954992968,100.0,0.0,74.19127988748242
Islamic Relief Worldwide,irw,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
IT for Change,itforchange,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Itad,itad,0.0,83.33333333333334,0.0,100.0,45.833333333333336,0.0,83.33333333333334,0.0,100.0,45.833333333333336
ITECO - Centre de formation pour le développement,iteco,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IUCN Nederlands Comité,iucn_nl,90.0,90.0,100.0,100.0,95.0,90.0,90.0,100.0,100.0,95.0
Japan International Cooperation Agency (JICA),jica,100.0,0.0,-,94.16666666666667,48.54166666666667,100.0,0.0,-,94.16666666666667,48.54166666666667
Jeevika Trust,jeevika_trust,-,-,-,-,0.0,-,-,-,-,0.0
Jinja district union of persons with disabilities,jidu2021,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Johns Hopkins University,gi-jhu,-,-,-,-,0.0,-,-,-,-,0.0
Join For Water,protos,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jordan Open Source Association,josa,-,-,-,-,0.0,-,-,-,-,0.0
Jordan River Foundation,jrf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Jordan River Foundation,jrf_2022,-,-,-,-,0.0,-,-,-,-,0.0
Joshua Orphan and Community Care,jocc_uk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
JoWomenomics,jowomenomics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Just Associates,jass,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Justice & Peace Netherlands,jp-nl,-,-,-,-,0.0,-,-,-,-,0.0
Justice For All Prison Fellowship Ethiopia,jfa-pfe,33.33333333333333,33.33333333333333,0.0,100.0,41.666666666666664,33.33333333333333,33.33333333333333,0.0,100.0,41.666666666666664
Kadaster International,kad,0.0,0.0,-,50.0,12.5,0.0,0.0,-,100.0,25.0
Karuna Mission Social Solidarity - KMSS,kmss,-,-,-,-,0.0,-,-,-,-,0.0
Karuna Trust,karuna,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Kathmandu Medical College Public Limited,kmc,-,-,-,-,0.0,-,-,-,-,0.0
Keele University,keele-university,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,-,-,-,-,0.0,-,-,-,-,0.0
Kenya Community Development Foundation,kcdf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kenya National Commission on Human Rights,knchr,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Kenya Private Sector Alliance,kepsa,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Kepa ry,kepa,-,-,-,-,0.0,-,-,-,-,0.0
Kerk in Actie,kerk_in_actie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kesho Kenya,kesho_kenya,-,-,-,-,0.0,-,-,-,-,0.0
kidasha,kidasha,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
King Hussein Foundation,khf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0.0,99.36651583710407,100.0,99.92193598750976,74.82211295615346,0.0,99.36651583710407,100.0,99.92193598750976,74.82211295615346
King's College London,kingscollegelondon,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Kisumu Medical and Education Trust,kmet,-,-,-,-,0.0,-,-,-,-,0.0
KITUO CHA SHERIA,kituo,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
KIYO,kiyo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,0.0,-,-,-,-,0.0
KPMG Advisory Limited (Tanzania),kpmgea,-,-,-,-,0.0,-,-,-,-,0.0
KPMG LLP,kpmgllp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kvinna till Kvinna,ktk,66.66666666666666,66.66666666666666,100.0,100.0,83.33333333333333,66.66666666666666,66.66666666666666,100.0,100.0,83.33333333333333
KwaAfrica,kwaafrica,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,0.0,-,-,-,-,0.0
Kyiv School of Economics and Management,kse,-,-,-,-,0.0,-,-,-,-,0.0
LAMB Health Care Foundation,lhcf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Land Equity International,lei,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Landell Mills,landell-mills,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Larive International,larive,20.0,20.0,100.0,100.0,60.0,20.0,20.0,100.0,100.0,60.0
Laterite B.V.,laterite_bv,-,-,-,-,0.0,-,-,-,-,0.0
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Le Monde selon les femmes asbl,mondefemmes,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
LEAD International,lead_international,-,-,-,-,0.0,-,-,-,-,0.0
Leaders International,lifed_admin,100.0,100.0,100.0,200.0,125.0,100.0,100.0,100.0,200.0,125.0
Leaders of Tomorrow,sqf,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Learning for Life,learningforlife,-,-,-,-,0.0,-,-,-,-,0.0
Legal Action Worldwide,law,-,-,-,-,0.0,-,-,-,-,0.0
Lemann Foundation,lemann,-,-,-,-,0.0,-,-,-,-,0.0
Leonard Cheshire Disability,lcd_admin,0.0,100.0,50.0,0.0,37.5,0.0,100.0,50.0,0.0,37.5
Lepra,lepra,-,-,-,-,0.0,-,-,-,-,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Light Castle Partners,lcp,-,-,-,-,0.0,-,-,-,-,0.0
Light For The World Belgium,lftw-be,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Light for the World International,lftw-int,-,-,-,-,0.0,-,-,-,-,0.0
Link Community Development International,lcdi_admin,0.0,100.0,100.0,66.66666666666666,66.66666666666666,0.0,100.0,100.0,66.66666666666666,66.66666666666666
Link Community Development Scotland,lcds,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Linking Pin Africa Ltd,lpa,-,-,-,-,0.0,-,-,-,-,0.0
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,0.0,-,-,-,-,0.0
Lively Minds,livelyminds,-,-,-,-,0.0,-,-,-,-,0.0
Liverpool School of Tropical Medicine,lstm,0.0,66.66666666666666,100.0,100.0,66.66666666666666,0.0,66.66666666666666,100.0,100.0,66.66666666666666
Living Earth Foundation,livingearth12,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
living peace institute,lpi,-,-,-,-,0.0,-,-,-,-,0.0
LIWA programme trust,liwa-admin,-,-,-,-,0.0,-,-,-,-,0.0
Local Development and Small Projects Support,ldsps,-,-,-,-,0.0,-,-,-,-,0.0
London Business School,lbs,-,-,-,-,0.0,-,-,-,-,0.0
London School of Economics and Political Science,lse,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
London School of Hygiene and Tropical Medicine,lshtm,16.666666666666664,0.0,-,100.0,29.166666666666664,16.666666666666664,0.0,-,100.0,29.166666666666664
Loughborough University,lboro,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Louvain Coopération,lc,-,-,-,-,0.0,-,-,-,-,0.0
LTS International Limited,lts,0.0,100.0,100.0,71.42857142857143,67.85714285714286,0.0,100.0,100.0,71.42857142857143,67.85714285714286
Luminate Foundation Inc.,luminate,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
LVCT Health,lvct,-,-,-,-,0.0,-,-,-,-,0.0
M&C Saatchi,mcs_new,-,-,-,-,0.0,-,-,-,-,0.0
Maastricht School of Management,msm-ipd,-,-,-,-,0.0,-,-,-,-,0.0
MADE in Europe,mie-1134415,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
MAG,mag,62.5,100.0,-,100.0,65.625,62.5,100.0,-,100.0,65.625
Magariro,magariro,-,-,-,-,0.0,-,-,-,-,0.0
"Mahila Sarvangeen Utkarsh Mandal, Pune, India",masumpune_87,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Mainline,mainline,-,-,-,-,0.0,-,-,-,-,0.0
Makerere University,maksph,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Malaria Consortium,malariaconsortium,-,-,-,-,0.0,-,-,-,-,0.0
Mama Cash,mamac,100.0,100.0,83.33333333333334,100.0,95.83333333333334,100.0,100.0,83.33333333333334,100.0,95.83333333333334
MAMTA - Health Institute for Mother and Child,mamta_himc,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Mango Tree Property Management LTD,mangotree,-,-,-,-,0.0,-,-,-,-,0.0
MannionDaniels,manniondaniels,50.0,100.0,-,50.0,50.0,50.0,100.0,-,50.0,50.0
MapAction,mapaction,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Marsa Sexual Health Center,marsa_welead,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
marysmeals,marysmeals,-,-,-,-,0.0,-,-,-,-,0.0
Mastercard Foundation,mastercard-foundation,-,-,-,-,0.0,-,-,-,-,0.0
Max Foundation,max-foundation,83.33333333333334,100.0,83.33333333333334,83.33333333333334,87.5,83.33333333333334,100.0,83.33333333333334,83.33333333333334,87.5
Maxwell Stamp PLC,mstamp,0.0,0.0,0.0,33.33333333333333,8.333333333333332,0.0,0.0,0.0,100.0,25.0
McKinsey & Company,mck,0.0,0.0,0.0,75.0,18.75,0.0,0.0,0.0,100.0,25.0
McKinsey Development Partners,mdp,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
MDF Global,mdf,-,-,-,-,0.0,-,-,-,-,0.0
MedAccess Guarantee Limited,medaccess,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Medair,medair,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Medecins du Monde France,mdm-fr,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Media Development Investment Fund,mdif,-,-,-,-,0.0,-,-,-,-,0.0
Media Foundation for West Africa,mfwa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,0.0,-,-,-,-,0.0
MedicineAfrica Ltd.,medafrica,-,-,-,-,0.0,-,-,-,-,0.0
Medicos del Mundo,mdm_spain,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Memisa,memisa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Meningitis Research Foundation,mrf,-,-,-,-,0.0,-,-,-,-,0.0
Mensen met een Missie,mm1,92.3076923076923,100.0,100.0,100.0,98.07692307692308,92.3076923076923,100.0,100.0,100.0,98.07692307692308
Mercy Corps Europe,mce,20.0,100.0,21.428571428571427,60.0,50.357142857142854,20.0,100.0,21.428571428571427,60.0,50.357142857142854
Mercy Corps Global,mcg,-,-,-,-,0.0,-,-,-,-,0.0
Mercy Corps Netherlands,mcn,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
Mercy Ships UK Limited,msuk,-,-,-,-,0.0,-,-,-,-,0.0
Mercy-USA for Aid and Development,mercy-usa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
MICAIA,mic-uk,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Micaia Foundation,micfound,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
Micro Insurance Academy,mia_india,-,-,-,-,0.0,-,-,-,-,0.0
MicroLoan Foundation,mlf,-,-,-,-,0.0,-,-,-,-,0.0
Miel Maya Honing asbl,mmha,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mifumi UK,mifumi_uk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Milieudefensie,foenl,82.35294117647058,100.0,41.17647058823529,100.0,80.88235294117646,82.35294117647058,100.0,41.17647058823529,100.0,80.88235294117646
Millennium Challenge Corporation,millenniumchallenge,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,-,-,-,-,0.0,-,-,-,-,0.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,-,-,-,-,0.0,-,-,-,-,0.0
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,96.28332884460006,99.43441960678696,-,0.0,48.929437112846756,96.28332884460006,99.43441960678696,-,0.0,48.929437112846756
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,0.0,-,-,-,-,0.0
Minority Rights Group,mrg,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Mission Øst,missioneast,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mondiaal FNV (Stichting),mondiaalfnv,76.59574468085107,78.72340425531915,100.0,97.87234042553192,88.29787234042553,76.59574468085107,78.72340425531915,100.0,97.87234042553192,88.29787234042553
Montrose International LLP,montrose_llp,-,-,-,-,0.0,-,-,-,-,0.0
mothers2mothers,m2m_sa,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Motivation,motivation,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Mott MacDonald Limited,mml,100.0,9.090909090909092,100.0,100.0,77.27272727272728,100.0,9.090909090909092,100.0,100.0,77.27272727272728
MSI Reproductive Choices,msi,83.33333333333334,100.0,100.0,100.0,95.83333333333334,83.33333333333334,100.0,100.0,100.0,95.83333333333334
Mukisa Foundation,mukisa_foundation,-,-,-,-,0.0,-,-,-,-,0.0
Mulanje Mission Hospital,mmh,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Multilateral Investment Fund,fomin,-,-,-,-,0.0,-,-,-,-,0.0
Musalaha Ministry of Reconciliation,mmr_admin2,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
